quest_key,requirement_type,item_name,canonical_key,quantity,source_url,notes
"10,000 players!",item,Peppers,peppers,1,https://buddy.farm/i/peppers/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/peppers/; Page data: https://buddy.farm/page-data/i/peppers/page-data.json; Cache: peppers__peppers.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 52; Quest end date: 2021-06-22T04:59:59+00:00
distant illusions vii,item,Leather,leather,12500,https://buddy.farm/i/leather/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/leather/; Page data: https://buddy.farm/page-data/i/leather/page-data.json; Cache: leather__leather.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512022
distant illusions vii,item,Leather Diary,leather diary,7500,https://buddy.farm/i/leather-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/leather-diary/; Page data: https://buddy.farm/page-data/i/leather-diary/page-data.json; Cache: leather-diary__leather-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512022
distant illusions vii,item,Linked Lantern,linked lantern,12500,https://buddy.farm/i/linked-lantern/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/linked-lantern/; Page data: https://buddy.farm/page-data/i/linked-lantern/page-data.json; Cache: linked-lantern__linked-lantern.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512022
distant illusions vii,item,Purple Diary,purple diary,7500,https://buddy.farm/i/purple-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/purple-diary/; Page data: https://buddy.farm/page-data/i/purple-diary/page-data.json; Cache: purple-diary__purple-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512022
distant illusions vii,item,Silk,silk,12500,https://buddy.farm/i/silk/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/silk/; Page data: https://buddy.farm/page-data/i/silk/page-data.json; Cache: silk__silk.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512022
distant illusions vii,item,Wooden Box,wooden box,12500,https://buddy.farm/i/wooden-box/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wooden-box/; Page data: https://buddy.farm/page-data/i/wooden-box/page-data.json; Cache: wooden-box__wooden-box.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512022
distant illusions vii,item,Wooden Table,wooden table,12500,https://buddy.farm/i/wooden-table/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wooden-table/; Page data: https://buddy.farm/page-data/i/wooden-table/page-data.json; Cache: wooden-table__wooden-table.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512022
distant illusions viii,item,Acorn Butter,acorn butter,5000,https://buddy.farm/i/acorn-butter/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/acorn-butter/; Page data: https://buddy.farm/page-data/i/acorn-butter/page-data.json; Cache: acorn-butter__acorn-butter.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Amethyst Necklace,amethyst necklace,12500,https://buddy.farm/i/amethyst-necklace/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/amethyst-necklace/; Page data: https://buddy.farm/page-data/i/amethyst-necklace/page-data.json; Cache: amethyst-necklace__amethyst-necklace.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Awl,awl,12500,https://buddy.farm/i/awl/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/awl/; Page data: https://buddy.farm/page-data/i/awl/page-data.json; Cache: awl__awl.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Axe,axe,12500,https://buddy.farm/i/axe/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/axe/; Page data: https://buddy.farm/page-data/i/axe/page-data.json; Cache: axe__axe.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Bacon,bacon,12500,https://buddy.farm/i/bacon/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/bacon/; Page data: https://buddy.farm/page-data/i/bacon/page-data.json; Cache: bacon__bacon.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Blue Diary,blue diary,7500,https://buddy.farm/i/blue-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/blue-diary/; Page data: https://buddy.farm/page-data/i/blue-diary/page-data.json; Cache: blue-diary__blue-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Cannon,cannon,12500,https://buddy.farm/i/cannon/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/cannon/; Page data: https://buddy.farm/page-data/i/cannon/page-data.json; Cache: cannon__cannon.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Canoe,canoe,12500,https://buddy.farm/i/canoe/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/canoe/; Page data: https://buddy.farm/page-data/i/canoe/page-data.json; Cache: canoe__canoe.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Carrot,carrot,12500,https://buddy.farm/i/carrot/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/carrot/; Page data: https://buddy.farm/page-data/i/carrot/page-data.json; Cache: carrot__carrot.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Corn Oil,corn oil,7500,https://buddy.farm/i/corn-oil/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/corn-oil/; Page data: https://buddy.farm/page-data/i/corn-oil/page-data.json; Cache: corn-oil__corn-oil.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Fire Ant Farm,fire ant farm,12500,https://buddy.farm/i/fire-ant-farm/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/fire-ant-farm/; Page data: https://buddy.farm/page-data/i/fire-ant-farm/page-data.json; Cache: fire-ant-farm__fire-ant-farm.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Garnet Ring,garnet ring,12500,https://buddy.farm/i/garnet-ring/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/garnet-ring/; Page data: https://buddy.farm/page-data/i/garnet-ring/page-data.json; Cache: garnet-ring__garnet-ring.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Green Cloak,green cloak,7500,https://buddy.farm/i/green-cloak/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/green-cloak/; Page data: https://buddy.farm/page-data/i/green-cloak/page-data.json; Cache: green-cloak__green-cloak.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Green Diary,green diary,7500,https://buddy.farm/i/green-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/green-diary/; Page data: https://buddy.farm/page-data/i/green-diary/page-data.json; Cache: green-diary__green-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Green Scarf,green scarf,12500,https://buddy.farm/i/green-scarf/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/green-scarf/; Page data: https://buddy.farm/page-data/i/green-scarf/page-data.json; Cache: green-scarf__green-scarf.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Horn Canteen,horn canteen,12500,https://buddy.farm/i/horn-canteen/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/horn-canteen/; Page data: https://buddy.farm/page-data/i/horn-canteen/page-data.json; Cache: horn-canteen__horn-canteen.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Leather,leather,12500,https://buddy.farm/i/leather/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/leather/; Page data: https://buddy.farm/page-data/i/leather/page-data.json; Cache: leather__leather.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Leather Diary,leather diary,7500,https://buddy.farm/i/leather-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/leather-diary/; Page data: https://buddy.farm/page-data/i/leather-diary/page-data.json; Cache: leather-diary__leather-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Linked Lantern,linked lantern,12500,https://buddy.farm/i/linked-lantern/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/linked-lantern/; Page data: https://buddy.farm/page-data/i/linked-lantern/page-data.json; Cache: linked-lantern__linked-lantern.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Machine Press,machine press,12500,https://buddy.farm/i/machine-press/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/machine-press/; Page data: https://buddy.farm/page-data/i/machine-press/page-data.json; Cache: machine-press__machine-press.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Pine Board,pine board,12500,https://buddy.farm/i/pine-board/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/pine-board/; Page data: https://buddy.farm/page-data/i/pine-board/page-data.json; Cache: pine-board__pine-board.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Purple Diary,purple diary,7500,https://buddy.farm/i/purple-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/purple-diary/; Page data: https://buddy.farm/page-data/i/purple-diary/page-data.json; Cache: purple-diary__purple-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Rucksack,rucksack,5000,https://buddy.farm/i/rucksack/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/rucksack/; Page data: https://buddy.farm/page-data/i/rucksack/page-data.json; Cache: rucksack__rucksack.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Sail Cloth,sail cloth,2500,https://buddy.farm/i/sail-cloth/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/sail-cloth/; Page data: https://buddy.farm/page-data/i/sail-cloth/page-data.json; Cache: sail-cloth__sail-cloth.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Sewing Needle,sewing needle,10000,https://buddy.farm/i/sewing-needle/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/sewing-needle/; Page data: https://buddy.farm/page-data/i/sewing-needle/page-data.json; Cache: sewing-needle__sewing-needle.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Ship in a Bottle,ship in a bottle,1250,https://buddy.farm/i/ship-in-a-bottle/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/ship-in-a-bottle/; Page data: https://buddy.farm/page-data/i/ship-in-a-bottle/page-data.json; Cache: ship-in-a-bottle__ship-in-a-bottle.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Silk,silk,12500,https://buddy.farm/i/silk/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/silk/; Page data: https://buddy.farm/page-data/i/silk/page-data.json; Cache: silk__silk.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Snow Shoes,snow shoes,12500,https://buddy.farm/i/snow-shoes/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/snow-shoes/; Page data: https://buddy.farm/page-data/i/snow-shoes/page-data.json; Cache: snow-shoes__snow-shoes.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Spades,spades,12,https://buddy.farm/i/spades/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/spades/; Page data: https://buddy.farm/page-data/i/spades/page-data.json; Cache: spades__spades.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Spiked Shell,spiked shell,10000,https://buddy.farm/i/spiked-shell/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/spiked-shell/; Page data: https://buddy.farm/page-data/i/spiked-shell/page-data.json; Cache: spiked-shell__spiked-shell.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Spoon,spoon,12500,https://buddy.farm/i/spoon/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/spoon/; Page data: https://buddy.farm/page-data/i/spoon/page-data.json; Cache: spoon__spoon.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Wooden Box,wooden box,12500,https://buddy.farm/i/wooden-box/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wooden-box/; Page data: https://buddy.farm/page-data/i/wooden-box/page-data.json; Cache: wooden-box__wooden-box.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions viii,item,Wooden Table,wooden table,12500,https://buddy.farm/i/wooden-table/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wooden-table/; Page data: https://buddy.farm/page-data/i/wooden-table/page-data.json; Cache: wooden-table__wooden-table.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512024
distant illusions x,item,Acorn Butter,acorn butter,5000,https://buddy.farm/i/acorn-butter/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/acorn-butter/; Page data: https://buddy.farm/page-data/i/acorn-butter/page-data.json; Cache: acorn-butter__acorn-butter.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Amethyst Necklace,amethyst necklace,12500,https://buddy.farm/i/amethyst-necklace/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/amethyst-necklace/; Page data: https://buddy.farm/page-data/i/amethyst-necklace/page-data.json; Cache: amethyst-necklace__amethyst-necklace.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Awl,awl,12500,https://buddy.farm/i/awl/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/awl/; Page data: https://buddy.farm/page-data/i/awl/page-data.json; Cache: awl__awl.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Axe,axe,12500,https://buddy.farm/i/axe/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/axe/; Page data: https://buddy.farm/page-data/i/axe/page-data.json; Cache: axe__axe.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Blue Diary,blue diary,7500,https://buddy.farm/i/blue-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/blue-diary/; Page data: https://buddy.farm/page-data/i/blue-diary/page-data.json; Cache: blue-diary__blue-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Carrot,carrot,12500,https://buddy.farm/i/carrot/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/carrot/; Page data: https://buddy.farm/page-data/i/carrot/page-data.json; Cache: carrot__carrot.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Corn Oil,corn oil,7500,https://buddy.farm/i/corn-oil/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/corn-oil/; Page data: https://buddy.farm/page-data/i/corn-oil/page-data.json; Cache: corn-oil__corn-oil.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Engine,engine,7500,https://buddy.farm/i/engine/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/engine/; Page data: https://buddy.farm/page-data/i/engine/page-data.json; Cache: engine__engine.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Garnet Ring,garnet ring,12500,https://buddy.farm/i/garnet-ring/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/garnet-ring/; Page data: https://buddy.farm/page-data/i/garnet-ring/page-data.json; Cache: garnet-ring__garnet-ring.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Green Cloak,green cloak,7500,https://buddy.farm/i/green-cloak/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/green-cloak/; Page data: https://buddy.farm/page-data/i/green-cloak/page-data.json; Cache: green-cloak__green-cloak.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Green Diary,green diary,7500,https://buddy.farm/i/green-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/green-diary/; Page data: https://buddy.farm/page-data/i/green-diary/page-data.json; Cache: green-diary__green-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Green Scarf,green scarf,12500,https://buddy.farm/i/green-scarf/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/green-scarf/; Page data: https://buddy.farm/page-data/i/green-scarf/page-data.json; Cache: green-scarf__green-scarf.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Horn Canteen,horn canteen,12500,https://buddy.farm/i/horn-canteen/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/horn-canteen/; Page data: https://buddy.farm/page-data/i/horn-canteen/page-data.json; Cache: horn-canteen__horn-canteen.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Leather,leather,12500,https://buddy.farm/i/leather/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/leather/; Page data: https://buddy.farm/page-data/i/leather/page-data.json; Cache: leather__leather.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Leather Diary,leather diary,7500,https://buddy.farm/i/leather-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/leather-diary/; Page data: https://buddy.farm/page-data/i/leather-diary/page-data.json; Cache: leather-diary__leather-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Linked Lantern,linked lantern,12500,https://buddy.farm/i/linked-lantern/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/linked-lantern/; Page data: https://buddy.farm/page-data/i/linked-lantern/page-data.json; Cache: linked-lantern__linked-lantern.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Machine Press,machine press,12500,https://buddy.farm/i/machine-press/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/machine-press/; Page data: https://buddy.farm/page-data/i/machine-press/page-data.json; Cache: machine-press__machine-press.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Purple Diary,purple diary,7500,https://buddy.farm/i/purple-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/purple-diary/; Page data: https://buddy.farm/page-data/i/purple-diary/page-data.json; Cache: purple-diary__purple-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Rucksack,rucksack,5000,https://buddy.farm/i/rucksack/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/rucksack/; Page data: https://buddy.farm/page-data/i/rucksack/page-data.json; Cache: rucksack__rucksack.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Snow Shoes,snow shoes,12500,https://buddy.farm/i/snow-shoes/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/snow-shoes/; Page data: https://buddy.farm/page-data/i/snow-shoes/page-data.json; Cache: snow-shoes__snow-shoes.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Spades,spades,12,https://buddy.farm/i/spades/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/spades/; Page data: https://buddy.farm/page-data/i/spades/page-data.json; Cache: spades__spades.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Wooden Box,wooden box,12500,https://buddy.farm/i/wooden-box/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wooden-box/; Page data: https://buddy.farm/page-data/i/wooden-box/page-data.json; Cache: wooden-box__wooden-box.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions x,item,Wooden Table,wooden table,12500,https://buddy.farm/i/wooden-table/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wooden-table/; Page data: https://buddy.farm/page-data/i/wooden-table/page-data.json; Cache: wooden-table__wooden-table.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512025
distant illusions xi,item,Acorn Butter,acorn butter,5000,https://buddy.farm/i/acorn-butter/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/acorn-butter/; Page data: https://buddy.farm/page-data/i/acorn-butter/page-data.json; Cache: acorn-butter__acorn-butter.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Amber Cane,amber cane,5000,https://buddy.farm/i/amber-cane/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/amber-cane/; Page data: https://buddy.farm/page-data/i/amber-cane/page-data.json; Cache: amber-cane__amber-cane.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Amethyst Necklace,amethyst necklace,12500,https://buddy.farm/i/amethyst-necklace/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/amethyst-necklace/; Page data: https://buddy.farm/page-data/i/amethyst-necklace/page-data.json; Cache: amethyst-necklace__amethyst-necklace.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Awl,awl,12500,https://buddy.farm/i/awl/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/awl/; Page data: https://buddy.farm/page-data/i/awl/page-data.json; Cache: awl__awl.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Axe,axe,12500,https://buddy.farm/i/axe/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/axe/; Page data: https://buddy.farm/page-data/i/axe/page-data.json; Cache: axe__axe.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Bacon,bacon,5000,https://buddy.farm/i/bacon/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/bacon/; Page data: https://buddy.farm/page-data/i/bacon/page-data.json; Cache: bacon__bacon.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Blue Diary,blue diary,7500,https://buddy.farm/i/blue-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/blue-diary/; Page data: https://buddy.farm/page-data/i/blue-diary/page-data.json; Cache: blue-diary__blue-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Carrot,carrot,12500,https://buddy.farm/i/carrot/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/carrot/; Page data: https://buddy.farm/page-data/i/carrot/page-data.json; Cache: carrot__carrot.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Cat's Meow,cat's meow,500,https://buddy.farm/i/cat-s-meow/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/cat-s-meow/; Page data: https://buddy.farm/page-data/i/cat-s-meow/page-data.json; Cache: cat-s-meow__cat-s-meow.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Diamonds,diamonds,12,https://buddy.farm/i/diamonds/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/diamonds/; Page data: https://buddy.farm/page-data/i/diamonds/page-data.json; Cache: diamonds__diamonds.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Fancy Pan Flute,fancy pan flute,12500,https://buddy.farm/i/fancy-pan-flute/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/fancy-pan-flute/; Page data: https://buddy.farm/page-data/i/fancy-pan-flute/page-data.json; Cache: fancy-pan-flute__fancy-pan-flute.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Garnet Ring,garnet ring,12500,https://buddy.farm/i/garnet-ring/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/garnet-ring/; Page data: https://buddy.farm/page-data/i/garnet-ring/page-data.json; Cache: garnet-ring__garnet-ring.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Gold Feather,gold feather,12500,https://buddy.farm/i/gold-feather/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/gold-feather/; Page data: https://buddy.farm/page-data/i/gold-feather/page-data.json; Cache: gold-feather__gold-feather.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Green Cloak,green cloak,7500,https://buddy.farm/i/green-cloak/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/green-cloak/; Page data: https://buddy.farm/page-data/i/green-cloak/page-data.json; Cache: green-cloak__green-cloak.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Green Diary,green diary,7500,https://buddy.farm/i/green-diary/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/green-diary/; Page data: https://buddy.farm/page-data/i/green-diary/page-data.json; Cache: green-diary__green-diary.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
distant illusions xi,item,Green Scarf,green scarf,12500,https://buddy.farm/i/green-scarf/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/green-scarf/; Page data: https://buddy.farm/page-data/i/green-scarf/page-data.json; Cache: green-scarf__green-scarf.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7512026
